Дата и время;Состояние батареи.Напряжение.Значение;Состояние батареи.Напряжение.Качество;Статус прибора.Статус.Значение;Статус прибора.Статус.Качество;Фаза А.Напряжение.Значение;Фаза А.Напряжение.Качество;Фаза А.Ток.Значение;Фаза А.Ток.Качество;Фаза А.Активная мощность.Значение;Фаза А.Активная мощность.Качество;Фаза А.Реактивная мощность.Значение;Фаза А.Реактивная мощность.Качество;Фаза А.Полная мощность.Значение;Фаза А.Полная мощность.Качество;Фаза А.Коэффициент мощности.Значение;Фаза А.Коэффициент мощности.Качество;Фаза B.Напряжение.Значение;Фаза B.Напряжение.Качество;Фаза B.Ток.Значение;Фаза B.Ток.Качество;Фаза B.Активная мощность.Значение;Фаза B.Активная мощность.Качество;Фаза B.Реактивная мощность.Значение;Фаза B.Реактивная мощность.Качество;Фаза B.Полная мощность.Значение;Фаза B.Полная мощность.Качество;Фаза B.Коэффициент мощности.Значение;Фаза B.Коэффициент мощности.Качество;Фаза C.Напряжение.Значение;Фаза C.Напряжение.Качество;Фаза C.Ток.Значение;Фаза C.Ток.Качество;Фаза C.Активная мощность.Значение;Фаза C.Активная мощность.Качество;Фаза C.Реактивная мощность.Значение;Фаза C.Реактивная мощность.Качество;Фаза C.Полная мощность.Значение;Фаза C.Полная мощность.Качество;Фаза C.Коэффициент мощности.Значение;Фаза C.Коэффициент мощности.Качество;Межфазные значения.Межфазный угол A-B.Значение;Межфазные значения.Межфазный угол A-B.Качество;Межфазные значения.Межфазный угол B-C.Значение;Межфазные значения.Межфазный угол B-C.Качество;Межфазные значения.Межфазный угол C-A.Значение;Межфазные значения.Межфазный угол C-A.Качество;Межфазные значения.Межфазное напряжение A-B.Значение;Межфазные значения.Межфазное напряжение A-B.Качество;Межфазные значения.Межфазное напряжение B-C.Значение;Межфазные значения.Межфазное напряжение B-C.Качество;Межфазные значения.Межфазное напряжение C-A.Значение;Межфазные значения.Межфазное напряжение C-A.Качество;Результаты измерений.Частота сети.Значение;Результаты измерений.Частота сети.Качество;Измерение параметров электросети.Статус ошибок измерений.Значение;Измерение параметров электросети.Статус ошибок измерений.Качество;Дискретные выходы.Изменить состояние дискретных выходов.Значение;Дискретные выходы.Изменить состояние дискретных выходов.Качество;
04.11.2025 6:52:55;19;GOOD;0;GOOD;245,673;GOOD;0,05;GOOD;-0,0116;GOOD;0,001;GOOD;0,0124;GOOD;0,948;GOOD;239,474;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,203;GOOD;242,582;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;122,16;GOOD;120,23;GOOD;117,535;GOOD;424,558;GOOD;417,961;GOOD;417,381;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:53:25;19;GOOD;0;GOOD;244,549;GOOD;0,05;GOOD;-0,0116;GOOD;0,001;GOOD;0,0123;GOOD;0,947;GOOD;239,779;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,211;GOOD;243,782;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;122,164;GOOD;119,66;GOOD;118,113;GOOD;423,819;GOOD;418,42;GOOD;418,218;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:53:55;19;GOOD;0;GOOD;241,426;GOOD;0,051;GOOD;-0,0114;GOOD;0,0008;GOOD;0,0122;GOOD;0,946;GOOD;240,696;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,209;GOOD;244,336;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;122,563;GOOD;118,48;GOOD;118,898;GOOD;423,097;GOOD;417,041;GOOD;418,253;GOOD;50,015;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:54:25;19;GOOD;0;GOOD;241,243;GOOD;0,051;GOOD;-0,0114;GOOD;0,0009;GOOD;0,0122;GOOD;0,945;GOOD;242,53;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,202;GOOD;243,031;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;122,181;GOOD;118,91;GOOD;118,851;GOOD;423,341;GOOD;418,127;GOOD;416,79;GOOD;50,018;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:54:55;19;GOOD;0;GOOD;241,847;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,946;GOOD;241,183;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,206;GOOD;245,159;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,951;GOOD;122,891;GOOD;119,426;GOOD;117,582;GOOD;424,287;GOOD;419,811;GOOD;416,71;GOOD;50,008;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:55:25;19;GOOD;0;GOOD;240,679;GOOD;0,051;GOOD;-0,0114;GOOD;0,0009;GOOD;0,0122;GOOD;0,945;GOOD;241,901;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,198;GOOD;244,189;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;121,898;GOOD;119,906;GOOD;118,125;GOOD;422,01;GOOD;420,589;GOOD;416,302;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:55:55;19;GOOD;0;GOOD;243,048;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0123;GOOD;0,946;GOOD;239,819;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,201;GOOD;244,336;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;122,079;GOOD;120,309;GOOD;117,542;GOOD;422,488;GOOD;419,956;GOOD;416,766;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:56:25;19;GOOD;0;GOOD;240,722;GOOD;0,051;GOOD;-0,0114;GOOD;0,0008;GOOD;0,0122;GOOD;0,945;GOOD;242,03;GOOD;0,008;GOOD;-0,0003;GOOD;0,0017;GOOD;0,0019;GOOD;0,204;GOOD;246,458;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;121,633;GOOD;119,863;GOOD;118,434;GOOD;421,625;GOOD;422,859;GOOD;418,619;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:56:55;19;GOOD;0;GOOD;240,51;GOOD;0,051;GOOD;-0,0114;GOOD;0,0009;GOOD;0,0122;GOOD;0,946;GOOD;241,784;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,205;GOOD;247,803;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;121,749;GOOD;120,035;GOOD;118,126;GOOD;421,398;GOOD;424,109;GOOD;418,822;GOOD;49,974;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:57:25;19;GOOD;0;GOOD;241,788;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0123;GOOD;0,946;GOOD;241,995;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,199;GOOD;247,268;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;121,987;GOOD;119,223;GOOD;118,719;GOOD;423,121;GOOD;421,992;GOOD;420,877;GOOD;49,977;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:57:55;19;GOOD;0;GOOD;239,592;GOOD;0,051;GOOD;-0,0114;GOOD;0,0008;GOOD;0,0122;GOOD;0,946;GOOD;241,721;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,206;GOOD;248,265;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;122,332;GOOD;118,621;GOOD;118,961;GOOD;421,751;GOOD;421,402;GOOD;420,191;GOOD;49,993;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:58:25;19;GOOD;0;GOOD;237,999;GOOD;0,051;GOOD;-0,0113;GOOD;0,0008;GOOD;0,0121;GOOD;0,945;GOOD;242,995;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,204;GOOD;247,097;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;122,087;GOOD;118,335;GOOD;119,484;GOOD;420,832;GOOD;420,936;GOOD;419,034;GOOD;50,023;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:58:56;19;GOOD;0;GOOD;239,416;GOOD;0,051;GOOD;-0,0114;GOOD;0,0008;GOOD;0,0122;GOOD;0,946;GOOD;240,342;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,205;GOOD;248,27;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,949;GOOD;122,516;GOOD;118,922;GOOD;118,476;GOOD;420,748;GOOD;420,722;GOOD;419,391;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:59:26;19;GOOD;0;GOOD;239,994;GOOD;0,051;GOOD;-0,0114;GOOD;0,0008;GOOD;0,0122;GOOD;0,946;GOOD;239,202;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,208;GOOD;248,464;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,949;GOOD;123,024;GOOD;118,91;GOOD;118,008;GOOD;421,133;GOOD;419,904;GOOD;418,851;GOOD;50,008;GOOD;0;GOOD;0;GOOD;
04.11.2025 6:59:56;19;GOOD;0;GOOD;239,946;GOOD;0,051;GOOD;-0,0114;GOOD;0,0008;GOOD;0,0121;GOOD;0,946;GOOD;239,615;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,206;GOOD;248,969;GOOD;0,024;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,95;GOOD;122,918;GOOD;118,859;GOOD;118,156;GOOD;421,428;GOOD;420,515;GOOD;419,46;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:00:26;19;GOOD;0;GOOD;241,238;GOOD;0,051;GOOD;-0,0115;GOOD;0,0008;GOOD;0,0122;GOOD;0,947;GOOD;238,329;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,204;GOOD;249,463;GOOD;0,024;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,95;GOOD;123,281;GOOD;119,348;GOOD;117,285;GOOD;421,785;GOOD;420,773;GOOD;419,085;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:00:56;19;GOOD;0;GOOD;242,126;GOOD;0,05;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,946;GOOD;238,861;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,21;GOOD;247,963;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,949;GOOD;122,622;GOOD;119,105;GOOD;118,203;GOOD;422,067;GOOD;419,722;GOOD;420,416;GOOD;50,016;GOOD;;UNDEFINED;;UNDEFINED;
04.11.2025 7:00:57;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0;GOOD;0;GOOD;
04.11.2025 7:01:26;19;GOOD;0;GOOD;240,281;GOOD;0,051;GOOD;-0,0114;GOOD;0,0008;GOOD;0,0122;GOOD;0,945;GOOD;241,368;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,2;GOOD;247,975;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,949;GOOD;122,966;GOOD;118,148;GOOD;118,82;GOOD;423,205;GOOD;419,871;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:01:27;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;420,275;GOOD;50,023;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:01:56;19;GOOD;0;GOOD;240,675;GOOD;0,051;GOOD;-0,0114;GOOD;0,0009;GOOD;0,0122;GOOD;0,945;GOOD;241,401;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,203;GOOD;248,99;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:01:57;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,949;GOOD;122,884;GOOD;118,816;GOOD;118,246;GOOD;423,509;GOOD;422,136;GOOD;420,361;GOOD;50,018;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:02:26;19;GOOD;0;GOOD;241,558;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0123;GOOD;0,946;GOOD;240,653;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,201;GOOD;247,89;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:02:27;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,948;GOOD;122,591;GOOD;119,637;GOOD;117,71;GOOD;423;GOOD;422,273;GOOD;419,032;GOOD;50,013;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:02:56;19;GOOD;0;GOOD;241,449;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,947;GOOD;239,94;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,2;GOOD;247,644;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:02:57;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,949;GOOD;122,414;GOOD;119,883;GOOD;117,633;GOOD;421,828;GOOD;422,009;GOOD;418,595;GOOD;49,998;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:03:26;19;GOOD;0;GOOD;242,411;GOOD;0,05;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,946;GOOD;240,766;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,198;GOOD;247,753;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:03:27;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,95;GOOD;122,757;GOOD;118,621;GOOD;118,539;GOOD;423,989;GOOD;420,205;GOOD;421,191;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:03:56;19;GOOD;0;GOOD;242,526;GOOD;0,05;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,947;GOOD;240,157;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,204;GOOD;248,013;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:03:57;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,951;GOOD;122,992;GOOD;118,547;GOOD;118,351;GOOD;424,277;GOOD;419,676;GOOD;421,146;GOOD;50,003;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:04:26;19;GOOD;0;GOOD;241,412;GOOD;0,051;GOOD;-0,0114;GOOD;0,0009;GOOD;0,0122;GOOD;0,946;GOOD;240,088;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,197;GOOD;249,17;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,949;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:04:27;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;122,719;GOOD;118,301;GOOD;118,867;GOOD;422,626;GOOD;420,089;GOOD;422,476;GOOD;49,997;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:04:57;19;GOOD;0;GOOD;242,106;GOOD;0,05;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,946;GOOD;240,16;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,199;GOOD;246,687;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,95;GOOD;121,949;GOOD;118,582;GOOD;119,402;GOOD;421,602;GOOD;418,447;GOOD;422,034;GOOD;49,99;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:05:27;19;GOOD;0;GOOD;245,741;GOOD;0,05;GOOD;-0,0117;GOOD;0,0009;GOOD;0,0124;GOOD;0,948;GOOD;237,344;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,204;GOOD;245,236;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,948;GOOD;122,683;GOOD;119,547;GOOD;117,72;GOOD;423,732;GOOD;416,858;GOOD;420,363;GOOD;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:05:57;19;GOOD;0;GOOD;244,532;GOOD;0,05;GOOD;-0,0116;GOOD;0,001;GOOD;0,0123;GOOD;0,948;GOOD;236,781;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,206;GOOD;248,446;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0062;GOOD;0,949;GOOD;123,748;GOOD;118,969;GOOD;117,213;GOOD;424,504;GOOD;418,098;GOOD;420,849;GOOD;49,971;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:06:27;19;GOOD;0;GOOD;243,942;GOOD;0,05;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0123;GOOD;0,947;GOOD;237,292;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,208;GOOD;251,17;GOOD;0,024;GOOD;-0,0057;GOOD;0,0006;GOOD;0,0061;GOOD;0,948;GOOD;123,913;GOOD;118,852;GOOD;117,165;GOOD;424,818;GOOD;420,69;GOOD;422,576;GOOD;49,98;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:06:57;19;GOOD;0;GOOD;245,652;GOOD;0,05;GOOD;-0,0116;GOOD;0,0009;GOOD;0,0124;GOOD;0,948;GOOD;235,494;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0019;GOOD;0,205;GOOD;250,795;GOOD;0,024;GOOD;-0,0057;GOOD;0,0006;GOOD;0,0061;GOOD;0,948;GOOD;123,839;GOOD;119,598;GOOD;116,493;GOOD;424,527;GOOD;420,34;GOOD;422,084;GOOD;49,987;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:07:27;19;GOOD;0;GOOD;245,542;GOOD;0,05;GOOD;-0,0116;GOOD;0,0009;GOOD;0,0124;GOOD;0,948;GOOD;235,073;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0018;GOOD;0,213;GOOD;250,084;GOOD;0,024;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,949;GOOD;124,102;GOOD;119,77;GOOD;116,055;GOOD;424,621;GOOD;419,709;GOOD;420,359;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:07:58;19;GOOD;0;GOOD;243,962;GOOD;0,051;GOOD;-0,0116;GOOD;0,0009;GOOD;0,0123;GOOD;0,948;GOOD;235,617;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0019;GOOD;0,21;GOOD;248,111;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,95;GOOD;123,485;GOOD;119,617;GOOD;116,839;GOOD;422,162;GOOD;418,126;GOOD;418,886;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:08:28;19;GOOD;0;GOOD;242,765;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0123;GOOD;0,947;GOOD;235,764;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0018;GOOD;0,207;GOOD;247,381;GOOD;0,025;GOOD;-0,0057;GOOD;0,0005;GOOD;0,0061;GOOD;0,949;GOOD;123,263;GOOD;119,809;GOOD;116,842;GOOD;420,915;GOOD;417,942;GOOD;417,606;GOOD;50,023;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:08:58;19;GOOD;0;GOOD;242,428;GOOD;0,05;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,946;GOOD;238,779;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,206;GOOD;245,774;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,949;GOOD;122,095;GOOD;120,035;GOOD;117,796;GOOD;420,902;GOOD;419,869;GOOD;417,942;GOOD;50,024;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:09:28;19;GOOD;0;GOOD;241,071;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,948;GOOD;237,205;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,208;GOOD;246,987;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,951;GOOD;122,438;GOOD;119,906;GOOD;117,573;GOOD;418,981;GOOD;419,174;GOOD;417,353;GOOD;50,018;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:09:58;19;GOOD;0;GOOD;241,88;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0123;GOOD;0,948;GOOD;237,286;GOOD;0,008;GOOD;-0,0003;GOOD;0,0015;GOOD;0,0019;GOOD;0,207;GOOD;245,331;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;121,333;GOOD;121,255;GOOD;117,331;GOOD;417,787;GOOD;420,677;GOOD;416,117;GOOD;50,026;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:10:28;19;GOOD;0;GOOD;240,414;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,948;GOOD;237,464;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,203;GOOD;246,999;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;121,708;GOOD;120,336;GOOD;117,886;GOOD;417,284;GOOD;420,161;GOOD;417,613;GOOD;50,018;GOOD;0;GOOD;0;GOOD;
04.11.2025 7:10:58;19;GOOD;0;GOOD;240,487;GOOD;0,051;GOOD;-0,0115;GOOD;0,0009;GOOD;0,0122;GOOD;0,947;GOOD;237,928;GOOD;0,008;GOOD;-0,0003;GOOD;0,0016;GOOD;0,0019;GOOD;0,207;GOOD;246,858;GOOD;0,025;GOOD;-0,0057;GOOD;0,0004;GOOD;0,0061;GOOD;0,95;GOOD;121,438;GOOD;120,188;GOOD;118,277;GOOD;417,387;GOOD;420,276;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 7:10:59;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;418,31;GOOD;50,01;GOOD;0;GOOD;0;GOOD;
