Дата и время;Состояние батареи.Напряжение.Значение;Состояние батареи.Напряжение.Качество;Статус прибора.Статус.Значение;Статус прибора.Статус.Качество;Фаза А.Напряжение.Значение;Фаза А.Напряжение.Качество;Фаза А.Ток.Значение;Фаза А.Ток.Качество;Фаза А.Активная мощность.Значение;Фаза А.Активная мощность.Качество;Фаза А.Реактивная мощность.Значение;Фаза А.Реактивная мощность.Качество;Фаза А.Полная мощность.Значение;Фаза А.Полная мощность.Качество;Фаза А.Коэффициент мощности.Значение;Фаза А.Коэффициент мощности.Качество;Фаза B.Напряжение.Значение;Фаза B.Напряжение.Качество;Фаза B.Ток.Значение;Фаза B.Ток.Качество;Фаза B.Активная мощность.Значение;Фаза B.Активная мощность.Качество;Фаза B.Реактивная мощность.Значение;Фаза B.Реактивная мощность.Качество;Фаза B.Полная мощность.Значение;Фаза B.Полная мощность.Качество;Фаза B.Коэффициент мощности.Значение;Фаза B.Коэффициент мощности.Качество;Фаза C.Напряжение.Значение;Фаза C.Напряжение.Качество;Фаза C.Ток.Значение;Фаза C.Ток.Качество;Фаза C.Активная мощность.Значение;Фаза C.Активная мощность.Качество;Фаза C.Реактивная мощность.Значение;Фаза C.Реактивная мощность.Качество;Фаза C.Полная мощность.Значение;Фаза C.Полная мощность.Качество;Фаза C.Коэффициент мощности.Значение;Фаза C.Коэффициент мощности.Качество;Межфазные значения.Межфазный угол A-B.Значение;Межфазные значения.Межфазный угол A-B.Качество;Межфазные значения.Межфазный угол B-C.Значение;Межфазные значения.Межфазный угол B-C.Качество;Межфазные значения.Межфазный угол C-A.Значение;Межфазные значения.Межфазный угол C-A.Качество;Межфазные значения.Межфазное напряжение A-B.Значение;Межфазные значения.Межфазное напряжение A-B.Качество;Межфазные значения.Межфазное напряжение B-C.Значение;Межфазные значения.Межфазное напряжение B-C.Качество;Межфазные значения.Межфазное напряжение C-A.Значение;Межфазные значения.Межфазное напряжение C-A.Качество;Результаты измерений.Частота сети.Значение;Результаты измерений.Частота сети.Качество;Измерение параметров электросети.Статус ошибок измерений.Значение;Измерение параметров электросети.Статус ошибок измерений.Качество;Дискретные выходы.Изменить состояние дискретных выходов.Значение;Дискретные выходы.Изменить состояние дискретных выходов.Качество;
04.11.2025 4:47:25;3094;GOOD;0;GOOD;241,956;GOOD;1,461;GOOD;-0,3142;GOOD;0,0825;GOOD;0,3532;GOOD;0,89;GOOD;237,192;GOOD;0,168;GOOD;-0,009;GOOD;0,0324;GOOD;0,0398;GOOD;0,23;GOOD;249,083;GOOD;0,785;GOOD;-0,1477;GOOD;0,0334;GOOD;0,1957;GOOD;0,756;GOOD;123,713;GOOD;117,802;GOOD;118,411;GOOD;422,593;GOOD;416,537;GOOD;421,891;GOOD;49,98;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:47:55;3094;GOOD;0;GOOD;242,11;GOOD;1,465;GOOD;-0,3182;GOOD;0,0759;GOOD;0,3552;GOOD;0,897;GOOD;234,664;GOOD;0,163;GOOD;-0,0085;GOOD;0,0306;GOOD;0,0381;GOOD;0,225;GOOD;250,123;GOOD;0,737;GOOD;-0,1434;GOOD;0,0232;GOOD;0,1833;GOOD;0,781;GOOD;124,272;GOOD;117,688;GOOD;117,946;GOOD;421,61;GOOD;414,887;GOOD;421,853;GOOD;49,989;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:48:25;3094;GOOD;0;GOOD;243,918;GOOD;1,543;GOOD;-0,3416;GOOD;0,1085;GOOD;0,3773;GOOD;0,907;GOOD;235,075;GOOD;0,245;GOOD;-0,0204;GOOD;0,0267;GOOD;0,0577;GOOD;0,356;GOOD;249,646;GOOD;0,632;GOOD;-0,1331;GOOD;0,0261;GOOD;0,1585;GOOD;0,843;GOOD;123,893;GOOD;117,794;GOOD;118,239;GOOD;422,728;GOOD;415,086;GOOD;423,655;GOOD;49,977;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:48:55;3094;GOOD;0;GOOD;244,721;GOOD;1,45;GOOD;-0,3178;GOOD;0,0821;GOOD;0,3546;GOOD;0,896;GOOD;236,03;GOOD;0,163;GOOD;-0,0089;GOOD;0,0308;GOOD;0,0384;GOOD;0,231;GOOD;248,441;GOOD;0,75;GOOD;-0,1435;GOOD;0,0259;GOOD;0,1857;GOOD;0,774;GOOD;123,237;GOOD;118,044;GOOD;118,676;GOOD;422,912;GOOD;415,335;GOOD;424,224;GOOD;49,982;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:49:25;3094;GOOD;0;GOOD;244,753;GOOD;1,446;GOOD;-0,3167;GOOD;0,0865;GOOD;0,3547;GOOD;0,894;GOOD;236,212;GOOD;0,158;GOOD;-0,0071;GOOD;0,0324;GOOD;0,0373;GOOD;0,194;GOOD;248,657;GOOD;0,776;GOOD;-0,1473;GOOD;0,0325;GOOD;0,1945;GOOD;0,758;GOOD;122,792;GOOD;117,704;GOOD;119,449;GOOD;422,28;GOOD;415,266;GOOD;425,935;GOOD;49,982;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:49:55;3094;GOOD;0;GOOD;245,226;GOOD;1,459;GOOD;-0,3196;GOOD;0,0762;GOOD;0,3583;GOOD;0,893;GOOD;233,875;GOOD;0,161;GOOD;-0,0078;GOOD;0,0303;GOOD;0,0376;GOOD;0,209;GOOD;248,885;GOOD;0,78;GOOD;-0,1469;GOOD;0,0226;GOOD;0,1942;GOOD;0,757;GOOD;123,455;GOOD;118,454;GOOD;118,02;GOOD;421,929;GOOD;414,852;GOOD;423,599;GOOD;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:50:25;3094;GOOD;0;GOOD;242,419;GOOD;1,47;GOOD;-0,318;GOOD;0,0815;GOOD;0,3552;GOOD;0,893;GOOD;236,888;GOOD;0,161;GOOD;-0,0077;GOOD;0,0319;GOOD;0,0381;GOOD;0,204;GOOD;247,341;GOOD;0,772;GOOD;-0,146;GOOD;0,0255;GOOD;0,1914;GOOD;0,763;GOOD;122,936;GOOD;118,149;GOOD;118,84;GOOD;421,017;GOOD;415,384;GOOD;421,682;GOOD;49,977;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:50:55;3094;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 4:50:56;;UNDEFINED;0;GOOD;242,689;GOOD;1,464;GOOD;-0,3177;GOOD;0,075;GOOD;0,3552;GOOD;0,894;GOOD;235,087;GOOD;0,161;GOOD;-0,0077;GOOD;0,0314;GOOD;0,0378;GOOD;0,205;GOOD;248,735;GOOD;0,765;GOOD;-0,146;GOOD;0,0237;GOOD;0,1905;GOOD;0,767;GOOD;123,451;GOOD;118,04;GOOD;118,427;GOOD;420,826;GOOD;414,931;GOOD;422,169;GOOD;49,972;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:51:26;3094;GOOD;0;GOOD;242,406;GOOD;1,468;GOOD;-0,3186;GOOD;0,0821;GOOD;0,3565;GOOD;0,895;GOOD;236,121;GOOD;0,161;GOOD;-0,0077;GOOD;0,0319;GOOD;0,038;GOOD;0,205;GOOD;248,798;GOOD;0,78;GOOD;-0,1475;GOOD;0,0327;GOOD;0,1949;GOOD;0,757;GOOD;123,303;GOOD;118,173;GOOD;118,466;GOOD;420,925;GOOD;415,933;GOOD;422,066;GOOD;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:51:56;3094;GOOD;0;GOOD;241,287;GOOD;1,471;GOOD;-0,3172;GOOD;0,0757;GOOD;0,3543;GOOD;0,895;GOOD;236,578;GOOD;0,16;GOOD;-0,0079;GOOD;0,0317;GOOD;0,0378;GOOD;0,212;GOOD;250,785;GOOD;0,763;GOOD;-0,1463;GOOD;0,0299;GOOD;0,1903;GOOD;0,767;GOOD;123,499;GOOD;118,129;GOOD;118,293;GOOD;421,061;GOOD;418,143;GOOD;422,591;GOOD;49,984;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:52:26;3094;GOOD;0;GOOD;242,4;GOOD;1,453;GOOD;-0,3164;GOOD;0,0749;GOOD;0,3522;GOOD;0,899;GOOD;236,257;GOOD;0,16;GOOD;-0,0081;GOOD;0,0319;GOOD;0,0378;GOOD;0,216;GOOD;251,007;GOOD;0,743;GOOD;-0,1438;GOOD;0,0257;GOOD;0,1862;GOOD;0,773;GOOD;123,913;GOOD;118,032;GOOD;117,973;GOOD;422,332;GOOD;417,651;GOOD;422,932;GOOD;49,99;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:52:56;3094;GOOD;0;GOOD;242,672;GOOD;1,443;GOOD;-0,3154;GOOD;0,0855;GOOD;0,35;GOOD;0,901;GOOD;238,003;GOOD;0,193;GOOD;-0,0144;GOOD;0,0287;GOOD;0,0459;GOOD;0,315;GOOD;250,684;GOOD;0,682;GOOD;-0,1382;GOOD;0,0243;GOOD;0,1705;GOOD;0,812;GOOD;124,213;GOOD;117,86;GOOD;117,849;GOOD;424,751;GOOD;418,655;GOOD;422,551;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 4:52:57;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:53:26;3094;GOOD;0;GOOD;243,455;GOOD;1,452;GOOD;-0,3178;GOOD;0,0756;GOOD;0,3535;GOOD;0,899;GOOD;234,908;GOOD;0,16;GOOD;-0,008;GOOD;0,0315;GOOD;0,0375;GOOD;0,216;GOOD;252,989;GOOD;0,755;GOOD;-0,1453;GOOD;0,0263;GOOD;0,1909;GOOD;0,762;GOOD;124,405;GOOD;118,009;GOOD;117,517;GOOD;422,912;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 4:53:27;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;418,196;GOOD;423,957;GOOD;49,984;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:53:56;3094;GOOD;0;GOOD;242,792;GOOD;1,528;GOOD;-0,3361;GOOD;0,0845;GOOD;0,3712;GOOD;0,906;GOOD;234,028;GOOD;0,16;GOOD;-0,0082;GOOD;0,0311;GOOD;0,0374;GOOD;0,222;GOOD;254,739;GOOD;0,75;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 4:53:57;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;-0,1445;GOOD;0,029;GOOD;0,1887;GOOD;0,767;GOOD;124,714;GOOD;117,465;GOOD;117,735;GOOD;422,553;GOOD;417,909;GOOD;425,844;GOOD;49,995;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:54:26;3094;GOOD;0;GOOD;243,796;GOOD;1,541;GOOD;-0,3403;GOOD;0,0865;GOOD;0,3751;GOOD;0,907;GOOD;235,57;GOOD;0,178;GOOD;-0,0125;GOOD;0,0269;GOOD;0,0419;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 4:54:27;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,3;GOOD;254,415;GOOD;0,734;GOOD;-0,1429;GOOD;0,0263;GOOD;0,1878;GOOD;0,761;GOOD;124,895;GOOD;117,769;GOOD;117,289;GOOD;425,172;GOOD;419,799;GOOD;425,601;GOOD;50,008;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:54:56;3094;GOOD;0;GOOD;243,834;GOOD;1,5;GOOD;-0,3285;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 4:54:57;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,0816;GOOD;0,3579;GOOD;0,898;GOOD;235,855;GOOD;0,16;GOOD;-0,0077;GOOD;0,0317;GOOD;0,0378;GOOD;0,206;GOOD;253,41;GOOD;0,761;GOOD;-0,1458;GOOD;0,0351;GOOD;0,1926;GOOD;0,757;GOOD;125,278;GOOD;117,609;GOOD;117,058;GOOD;425,916;GOOD;418,448;GOOD;424,154;GOOD;50,005;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:55:27;3094;GOOD;0;GOOD;243,415;GOOD;1,427;GOOD;-0,3124;GOOD;0,0782;GOOD;0,3474;GOOD;0,899;GOOD;233,555;GOOD;0,167;GOOD;-0,0083;GOOD;0,033;GOOD;0,0389;GOOD;0,215;GOOD;252,038;GOOD;0,751;GOOD;-0,1461;GOOD;0,0334;GOOD;0,1897;GOOD;0,771;GOOD;125,005;GOOD;117,89;GOOD;117,07;GOOD;422,923;GOOD;416,436;GOOD;422,128;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:55:57;3094;GOOD;0;GOOD;240,783;GOOD;1,44;GOOD;-0,312;GOOD;0,0797;GOOD;0,3455;GOOD;0,902;GOOD;236,69;GOOD;0,172;GOOD;-0,0102;GOOD;0,0334;GOOD;0,0408;GOOD;0,255;GOOD;251,428;GOOD;0,722;GOOD;-0,1446;GOOD;0,0232;GOOD;0,1821;GOOD;0,794;GOOD;125,11;GOOD;117,863;GOOD;116,972;GOOD;423,669;GOOD;418,143;GOOD;419,584;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:56:27;3094;GOOD;0;GOOD;240,714;GOOD;1,43;GOOD;-0,3095;GOOD;0,0742;GOOD;0,344;GOOD;0,899;GOOD;237,326;GOOD;0,179;GOOD;-0,0108;GOOD;0,0325;GOOD;0,0428;GOOD;0,257;GOOD;250,655;GOOD;0,74;GOOD;-0,1465;GOOD;0,0272;GOOD;0,186;GOOD;0,79;GOOD;125,651;GOOD;117,585;GOOD;116,682;GOOD;425,233;GOOD;417,427;GOOD;418,312;GOOD;50,024;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:56:57;3094;GOOD;0;GOOD;242,808;GOOD;1,415;GOOD;-0,3104;GOOD;0,0804;GOOD;0,343;GOOD;0,904;GOOD;236,585;GOOD;0,23;GOOD;-0,0159;GOOD;0,037;GOOD;0,0538;GOOD;0,294;GOOD;250,061;GOOD;0,71;GOOD;-0,1462;GOOD;0,0176;GOOD;0,1773;GOOD;0,824;GOOD;125,192;GOOD;118,289;GOOD;116,46;GOOD;425,631;GOOD;417,796;GOOD;419,007;GOOD;50,013;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:57:27;3094;GOOD;0;GOOD;242,698;GOOD;1,497;GOOD;-0,3282;GOOD;0,0886;GOOD;0,3617;GOOD;0,906;GOOD;233,559;GOOD;0,194;GOOD;-0,0123;GOOD;0,0363;GOOD;0,045;GOOD;0,275;GOOD;250,411;GOOD;0,74;GOOD;-0,1478;GOOD;0,0262;GOOD;0,185;GOOD;0,799;GOOD;125,58;GOOD;117,679;GOOD;116,671;GOOD;423,599;GOOD;414,259;GOOD;419,709;GOOD;50,016;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:57:57;3094;GOOD;0;GOOD;244,217;GOOD;1,355;GOOD;-0,3003;GOOD;0,082;GOOD;0,3309;GOOD;0,907;GOOD;235,176;GOOD;0,289;GOOD;-0,0218;GOOD;0,0373;GOOD;0,0682;GOOD;0,322;GOOD;249,561;GOOD;0,679;GOOD;-0,1452;GOOD;0,0102;GOOD;0,1698;GOOD;0,856;GOOD;124,837;GOOD;118,085;GOOD;117,007;GOOD;424,971;GOOD;415,688;GOOD;421,032;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:58:27;3094;GOOD;0;GOOD;244,568;GOOD;1,33;GOOD;-0,2939;GOOD;0,0958;GOOD;0,3245;GOOD;0,904;GOOD;236,841;GOOD;0,443;GOOD;-0,0336;GOOD;0,0497;GOOD;0,1055;GOOD;0,321;GOOD;250,42;GOOD;0,706;GOOD;-0,1467;GOOD;-0,0031;GOOD;0,1774;GOOD;0,828;GOOD;125,081;GOOD;118,085;GOOD;116,78;GOOD;427,23;GOOD;418,011;GOOD;421,569;GOOD;50,028;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:58:58;3094;GOOD;0;GOOD;243,694;GOOD;1,334;GOOD;-0,295;GOOD;0,0864;GOOD;0,3249;GOOD;0,908;GOOD;235,508;GOOD;0,423;GOOD;-0,0316;GOOD;0,0431;GOOD;0,1002;GOOD;0,317;GOOD;252,446;GOOD;0,723;GOOD;-0,1518;GOOD;0,0056;GOOD;0,1824;GOOD;0,833;GOOD;125,517;GOOD;117,488;GOOD;116,925;GOOD;426,208;GOOD;417,382;GOOD;422,82;GOOD;50,016;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:59:28;3094;GOOD;0;GOOD;243,777;GOOD;1,41;GOOD;-0,3108;GOOD;0,0788;GOOD;0,343;GOOD;0,905;GOOD;235,013;GOOD;0,224;GOOD;-0,0151;GOOD;0,0325;GOOD;0,0517;GOOD;0,287;GOOD;252,765;GOOD;0,692;GOOD;-0,1442;GOOD;0,0233;GOOD;0,173;GOOD;0,833;GOOD;125,911;GOOD;117,328;GOOD;116,695;GOOD;426,348;GOOD;416,659;GOOD;422,637;GOOD;50,003;GOOD;0;GOOD;0;GOOD;
04.11.2025 4:59:58;3094;GOOD;0;GOOD;242,735;GOOD;1,421;GOOD;-0,3108;GOOD;0,0862;GOOD;0,3447;GOOD;0,902;GOOD;236,492;GOOD;0,221;GOOD;-0,0147;GOOD;0,0383;GOOD;0,0518;GOOD;0,284;GOOD;250,981;GOOD;0,721;GOOD;-0,147;GOOD;0,0204;GOOD;0,1802;GOOD;0,814;GOOD;124,976;GOOD;117,301;GOOD;117,652;GOOD;425,007;GOOD;416,338;GOOD;422,447;GOOD;49,995;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:00:28;3094;GOOD;0;GOOD;242,222;GOOD;1,438;GOOD;-0,3123;GOOD;0,0859;GOOD;0,3472;GOOD;0,898;GOOD;235,076;GOOD;0,187;GOOD;-0,0117;GOOD;0,0359;GOOD;0,0441;GOOD;0,269;GOOD;250,421;GOOD;0,737;GOOD;-0,1467;GOOD;0,0257;GOOD;0,1848;GOOD;0,794;GOOD;124,497;GOOD;117,367;GOOD;118,07;GOOD;422,431;GOOD;414,915;GOOD;422,438;GOOD;50,013;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:00:58;3094;GOOD;0;GOOD;241,517;GOOD;1,442;GOOD;-0,312;GOOD;0,081;GOOD;0,3494;GOOD;0,896;GOOD;235,118;GOOD;0,165;GOOD;-0,0088;GOOD;0,0334;GOOD;0,0389;GOOD;0,229;GOOD;251,315;GOOD;0,764;GOOD;-0,1473;GOOD;0,0308;GOOD;0,1914;GOOD;0,77;GOOD;124,514;GOOD;117,009;GOOD;118,387;GOOD;421,887;GOOD;414,895;GOOD;423,481;GOOD;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:01:28;3094;GOOD;0;GOOD;241,892;GOOD;1,502;GOOD;-0,3342;GOOD;0,0694;GOOD;0,3639;GOOD;0,92;GOOD;234,135;GOOD;0,182;GOOD;-0,0108;GOOD;0,0351;GOOD;0,0425;GOOD;0,256;GOOD;250,855;GOOD;0,722;GOOD;-0,1446;GOOD;0,0255;GOOD;0,1809;GOOD;0,8;GOOD;124,822;GOOD;117,128;GOOD;117,96;GOOD;422,006;GOOD;413,924;GOOD;422,211;GOOD;50,015;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:01:59;3094;GOOD;0;GOOD;241,295;GOOD;1,493;GOOD;-0,3288;GOOD;0,0567;GOOD;0,3594;GOOD;0,913;GOOD;236,084;GOOD;0,167;GOOD;-0,0089;GOOD;0,0317;GOOD;0,0393;GOOD;0,228;GOOD;250,46;GOOD;0,748;GOOD;-0,1451;GOOD;0,0203;GOOD;0,1875;GOOD;0,774;GOOD;123,997;GOOD;117,679;GOOD;118,234;GOOD;421,47;GOOD;416,377;GOOD;422,031;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:02:29;3094;GOOD;0;GOOD;240,381;GOOD;1,491;GOOD;-0,3308;GOOD;0,0679;GOOD;0,3616;GOOD;0,92;GOOD;236,864;GOOD;0,224;GOOD;-0,0156;GOOD;0,0389;GOOD;0,0533;GOOD;0,295;GOOD;251,682;GOOD;0,74;GOOD;-0,1503;GOOD;0,0243;GOOD;0,186;GOOD;0,809;GOOD;124,582;GOOD;117,519;GOOD;117,836;GOOD;422,61;GOOD;417,84;GOOD;421,456;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:02:59;3094;GOOD;0;GOOD;242,106;GOOD;1,448;GOOD;-0,3222;GOOD;0,0663;GOOD;0,3502;GOOD;0,92;GOOD;235,992;GOOD;0,244;GOOD;-0,019;GOOD;0,0384;GOOD;0,0575;GOOD;0,328;GOOD;252,121;GOOD;0,713;GOOD;-0,1476;GOOD;0,0232;GOOD;0,179;GOOD;0,825;GOOD;124,711;GOOD;117,816;GOOD;117,394;GOOD;423,512;GOOD;418,129;GOOD;422,35;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:03:29;3094;GOOD;0;GOOD;242,236;GOOD;1,521;GOOD;-0,3388;GOOD;0,0621;GOOD;0,3694;GOOD;0,919;GOOD;235,149;GOOD;0,173;GOOD;-0,0102;GOOD;0,0324;GOOD;0,0405;GOOD;0,254;GOOD;252,329;GOOD;0,742;GOOD;-0,1452;GOOD;0,0219;GOOD;0,1875;GOOD;0,775;GOOD;124,45;GOOD;117,707;GOOD;117,777;GOOD;422,335;GOOD;417,285;GOOD;423,422;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:03:59;3094;GOOD;0;GOOD;243,541;GOOD;1,5;GOOD;-0,3327;GOOD;0,0625;GOOD;0,3658;GOOD;0,911;GOOD;234,041;GOOD;0,162;GOOD;-0,0077;GOOD;0,0312;GOOD;0,0378;GOOD;0,206;GOOD;250,948;GOOD;0,773;GOOD;-0,1459;GOOD;0,0264;GOOD;0,1941;GOOD;0,752;GOOD;123,868;GOOD;118,371;GOOD;117,679;GOOD;421,448;GOOD;416,614;GOOD;423,166;GOOD;50,005;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:04:29;3094;GOOD;0;GOOD;243,568;GOOD;1,58;GOOD;-0,3535;GOOD;0,0628;GOOD;0,3831;GOOD;0,919;GOOD;232,971;GOOD;0,164;GOOD;-0,0093;GOOD;0,0295;GOOD;0,0381;GOOD;0,248;GOOD;252,167;GOOD;0,739;GOOD;-0,1434;GOOD;0,0235;GOOD;0,1862;GOOD;0,771;GOOD;124,156;GOOD;117,758;GOOD;118,016;GOOD;421,121;GOOD;415,417;GOOD;424,984;GOOD;49,993;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:04:59;3094;GOOD;0;GOOD;240,88;GOOD;1,525;GOOD;-0,3356;GOOD;0,0567;GOOD;0,3681;GOOD;0,914;GOOD;234,462;GOOD;0,163;GOOD;-0,0078;GOOD;0,031;GOOD;0,0381;GOOD;0,207;GOOD;253,484;GOOD;0,74;GOOD;-0,1436;GOOD;0,0237;GOOD;0,1875;GOOD;0,766;GOOD;124,201;GOOD;116,833;GOOD;118,895;GOOD;420,09;GOOD;415,796;GOOD;425,834;GOOD;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:05:29;3094;GOOD;0;GOOD;242,024;GOOD;1,494;GOOD;-0,3309;GOOD;0,0592;GOOD;0,3616;GOOD;0,916;GOOD;235,462;GOOD;0,163;GOOD;-0,0079;GOOD;0,0314;GOOD;0,0384;GOOD;0,207;GOOD;253,94;GOOD;0,746;GOOD;-0,1446;GOOD;0,0253;GOOD;0,1905;GOOD;0,76;GOOD;123,757;GOOD;117,184;GOOD;119,012;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:05:30;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;420,958;GOOD;417,872;GOOD;427,337;GOOD;49,992;GOOD;0;GOOD;0;GOOD;
04.11.2025 5:05:59;3094;GOOD;0;GOOD;240,609;GOOD;1,541;GOOD;-0,3338;GOOD;0,0578;GOOD;0,3718;GOOD;0,9;GOOD;235,58;GOOD;0,162;GOOD;-0,0079;GOOD;0,0316;GOOD;0,0382;GOOD;0,209;GOOD;254,729;GOOD;0,827;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 5:06:00;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;-0,1504;GOOD;0,0358;GOOD;0,2083;GOOD;0,719;GOOD;124,14;GOOD;117,293;GOOD;118,524;GOOD;420,837;GOOD;418,827;GOOD;425,905;GOOD;49,998;GOOD;0;GOOD;0;GOOD;
